,id,contract_start,age,applicant_gender,applicant_maritalstatus,applicant_education,dependants,job,town,default
3778,3779,2018-07-24,35.0,MALE,MARRIED,SECONDARY,3,EMPLOYEE,Álftanes,0
3779,3780,2018-07-24,35.0,MALE,MARRIED,SECONDARY,1,EMPLOYEE,Reykjavík,0
3780,3781,2018-07-23,46.0,FEMALE,DIVORCED,HIGHER_BA,5,EMPLOYEE,Akranes,0
3781,3782,2018-07-23,46.0,FEMALE,DIVORCED,HIGHER_BA,0,EMPLOYEE,Kópavogur,0
3782,3783,2018-07-23,54.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3783,3784,2018-07-25,54.0,MALE,DIVORCED,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,0
3784,3785,2018-07-25,45.0,FEMALE,DIVORCED,HIGHER_BA,2,EMPLOYEE,Reykjavík,0
3785,3786,2018-08-07,53.0,MALE,MARRIED,HIGHER_MA,0,ENTREPRENEUR,Reykjavík,0
3786,3787,2018-07-24,28.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Garðabær,0
3787,3788,2018-07-24,42.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Vestmannaeyjar,0
3788,3789,2018-07-24,50.0,FEMALE,COHABITING,HIGHER_MA,0,ENTREPRENEUR,Reykjavík,0
3789,3790,2018-07-24,44.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,1
3790,3791,2018-07-27,58.0,FEMALE,DIVORCED,SECONDARY,4,EMPLOYEE,Reykjavík,0
3791,3792,2018-07-27,58.0,FEMALE,DIVORCED,SECONDARY,2,EMPLOYEE,Akranes,0
3792,3793,2018-07-27,58.0,FEMALE,DIVORCED,SECONDARY,1,EMPLOYEE,Vestmannaeyjar,0
3793,3794,2018-07-24,57.0,MALE,MARRIED,HIGHER_BA,0,PENSIONER,Vestmannaeyjar,0
3794,3795,2018-07-24,57.0,MALE,MARRIED,HIGHER_BA,1,PENSIONER,Kópavogur,0
3795,3796,2018-07-24,26.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,1
3796,3797,2018-07-24,39.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,0
3797,3798,2018-07-24,45.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Grindavík,0
3798,3799,2018-07-24,45.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
3799,3800,2018-07-24,45.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,5,EMPLOYEE,Garðabær,0
3800,3801,2018-07-24,59.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,0
3801,3802,2018-07-25,61.0,MALE,MARRIED,HIGHER_BA,3,ENTREPRENEUR,Álftanes,0
3802,3803,2018-07-25,61.0,MALE,MARRIED,HIGHER_BA,0,ENTREPRENEUR,Seltjarnarnes,0
3803,3804,2018-07-26,36.0,MALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
3804,3805,2018-07-26,36.0,MALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Sauðárkrókur,0
3805,3806,2018-07-26,36.0,MALE,MARRIED,HIGHER_BA,4,EMPLOYEE,Vestmannaeyjar,0
3806,3807,2018-07-27,36.0,MALE,DIVORCED,HIGHER_BA,1,EMPLOYEE,Reykjavík,0
3807,3808,2018-07-25,71.0,MALE,DIVORCED,HIGHER_BA,2,EMPLOYEE,Reykjavík,0
3808,3809,2018-07-25,35.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3809,3810,2018-07-25,35.0,MALE,MARRIED,SECONDARY_SPECIALISED,3,EMPLOYEE,Álftanes,0
3810,3811,2018-07-26,36.0,MALE,MARRIED,BASIC,0,UNEMPLOYED,Akranes,0
3811,3812,2018-07-27,71.0,MALE,DIVORCED,HIGHER_BA,3,EMPLOYEE,Grindavík,0
3812,3813,2018-07-27,71.0,MALE,DIVORCED,HIGHER_BA,1,EMPLOYEE,Kópavogur,0
3813,3814,2018-07-27,48.0,FEMALE,SINGLE,BASIC,0,UNEMPLOYED,Selfoss,0
3814,3815,2018-07-27,49.0,MALE,DIVORCED,HIGHER_BA,4,EMPLOYEE,Reykjavík,0
3815,3816,2018-07-25,42.0,FEMALE,SINGLE,SECONDARY,1,PENSIONER,Reykjavík,0
3816,3817,2018-07-25,37.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,1
3817,3818,2018-07-25,36.0,MALE,COHABITING,BASIC,5,EMPLOYEE,Akureyri,0
3818,3819,2018-07-25,67.0,FEMALE,DIVORCED,HIGHER_PHD,1,EMPLOYEE,Hafnarfjörður,0
3819,3820,2018-07-25,36.0,MALE,DIVORCED,HIGHER_BA,4,EMPLOYEE,Akureyri,0
3820,3821,2018-07-25,72.0,FEMALE,WIDOW,BASIC,2,EMPLOYEE,Kópavogur,0
3821,3822,2018-07-25,25.0,FEMALE,SINGLE,HIGHER_BA,0,PENSIONER,Reykjavík,0
3822,3823,2018-07-25,64.0,MALE,DIVORCED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
3823,3824,2018-07-26,27.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3824,3825,2018-07-26,39.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,3,EMPLOYEE,Hafnarfjörður,1
3825,3826,2018-07-26,39.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Vestmannaeyjar,1
3826,3827,2018-07-26,26.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,1
3827,3828,2018-07-27,58.0,MALE,COHABITING,HIGHER_BA,2,PENSIONER,Reykjavík,0
3828,3829,2018-07-27,65.0,FEMALE,DIVORCED,SECONDARY,2,PENSIONER,Garðabær,0
3829,3830,2018-07-27,55.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
3830,3831,2018-07-30,43.0,FEMALE,MARRIED,SECONDARY,5,EMPLOYEE,Hafnarfjörður,0
3831,3832,2018-08-02,42.0,MALE,MARRIED,SECONDARY,1,STUDENT,Reykjavík,0
3832,3833,2018-07-26,46.0,MALE,MARRIED,SECONDARY,1,UNEMPLOYED,Mosfellsbær,0
3833,3834,2018-07-26,46.0,MALE,MARRIED,SECONDARY,0,UNEMPLOYED,Akureyri,0
3834,3835,2018-07-26,47.0,MALE,DIVORCED,BASIC,0,EMPLOYEE,Reykjavík,0
3835,3836,2018-07-26,33.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3836,3837,2018-07-26,53.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Mosfellsbær,0
3837,3838,2018-07-26,53.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Akranes,0
3838,3839,2018-07-26,34.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Garðabær,0
3839,3840,2018-07-26,34.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Hafnarfjörður,0
3840,3841,2018-07-26,34.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3841,3842,2018-07-26,48.0,FEMALE,MARRIED,SECONDARY,1,UNEMPLOYED,Álftanes,0
3842,3843,2018-07-26,38.0,MALE,DIVORCED,BASIC,0,EMPLOYEE,Reykjavík,0
3843,3844,2018-07-26,61.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,PENSIONER,Kópavogur,1
3844,3845,2018-07-26,61.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,3,PENSIONER,Reykjavík,1
3845,3846,2018-07-26,22.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,UNEMPLOYED,Reykjavík,1
3846,3847,2018-07-26,29.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,ENTREPRENEUR,Reykjavík,0
3847,3848,2018-07-27,25.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
3848,3849,2018-07-27,29.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3849,3850,2018-07-27,51.0,FEMALE,MARRIED,BASIC,1,EMPLOYEE,Reykjavík,0
3850,3851,2018-07-27,55.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Hafnarfjörður,0
3851,3852,2018-07-27,55.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3852,3853,2018-07-27,62.0,MALE,MARRIED,BASIC,2,EMPLOYEE,Reykjavík,1
3853,3854,2018-07-27,55.0,FEMALE,WIDOW,BASIC,0,EMPLOYEE,Reykjavík,0
3854,3855,2018-07-27,42.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3855,3856,2018-07-30,29.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3856,3857,2018-08-02,34.0,FEMALE,MARRIED,SECONDARY,1,EMPLOYEE,Reykjavík,0
3857,3858,2018-07-31,58.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,0
3858,3859,2018-07-30,41.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
3859,3860,2018-07-30,41.0,FEMALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Grindavík,0
3860,3861,2018-07-30,39.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Seltjarnarnes,0
3861,3862,2018-07-30,39.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3862,3863,2018-07-30,37.0,MALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3863,3864,2018-07-30,42.0,FEMALE,SINGLE,HIGHER_BA,4,EMPLOYEE,Grindavík,0
3864,3865,2018-07-30,42.0,FEMALE,SINGLE,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
3865,3866,2018-07-30,36.0,FEMALE,SINGLE,SECONDARY,5,EMPLOYEE,Reykjavík,0
3866,3867,2018-07-30,36.0,FEMALE,SINGLE,SECONDARY,4,EMPLOYEE,Kópavogur,0
3867,3868,2018-07-30,42.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,0
3868,3869,2018-07-30,53.0,FEMALE,DIVORCED,SECONDARY,1,PENSIONER,Reykjavík,0
3869,3870,2018-07-30,41.0,MALE,MARRIED,HIGHER_BA,3,PENSIONER,Akureyri,0
3870,3871,2018-07-30,41.0,MALE,MARRIED,HIGHER_BA,0,PENSIONER,Grindavík,0
3871,3872,2018-07-30,50.0,MALE,MARRIED,HIGHER_BA,4,EMPLOYEE,Reykjavík,0
3872,3873,2018-07-30,46.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,PENSIONER,Mosfellsbær,0
3873,3874,2018-07-30,58.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,0
3874,3875,2018-07-30,56.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,0
3875,3876,2018-07-30,35.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,PENSIONER,Reykjavík,0
3876,3877,2018-07-30,22.0,FEMALE,COHABITING,SECONDARY,2,EMPLOYEE,Reykjavík,0
3877,3878,2018-07-30,53.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Grindavík,0
3878,3879,2018-08-03,33.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3879,3880,2018-08-03,33.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Grindavík,0
3880,3881,2018-08-02,51.0,MALE,DIVORCED,HIGHER_BA,3,EMPLOYEE,Reykjavík,0
3881,3882,2018-08-01,48.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Hafnarfjörður,0
3882,3883,2018-07-31,44.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
3883,3884,2018-07-31,52.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,2,EMPLOYEE,Kópavogur,0
3884,3885,2018-07-31,41.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,5,EMPLOYEE,Reykjavík,0
3885,3886,2018-07-30,35.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,UNEMPLOYED,Seltjarnarnes,0
3886,3887,2018-07-30,35.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,UNEMPLOYED,Hafnarfjörður,0
3887,3888,2018-08-01,38.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
3888,3889,2018-08-01,38.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Grindavík,0
3889,3890,2018-08-06,53.0,MALE,MARRIED,SECONDARY,2,EMPLOYEE,Reykjavík,0
3890,3891,2018-07-30,55.0,MALE,MARRIED,BASIC,1,UNEMPLOYED,Reykjavík,0
3891,3892,2018-08-01,65.0,FEMALE,MARRIED,HIGHER_MA,2,EMPLOYEE,Reykjavík,0
3892,3893,2018-08-01,22.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Kópavogur,0
3893,3894,2018-08-01,61.0,MALE,DIVORCED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
3894,3895,2018-08-01,28.0,MALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3895,3896,2018-08-02,36.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3896,3897,2018-08-01,43.0,MALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Selfoss,0
3897,3898,2018-08-01,43.0,MALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Mosfellsbær,0
3898,3899,2018-08-01,45.0,MALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
3899,3900,2018-08-03,35.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
3900,3901,2018-07-31,39.0,MALE,SINGLE,SECONDARY,0,EMPLOYEE,Reykjavík,0
3901,3902,2018-08-06,26.0,FEMALE,COHABITING,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
3902,3903,2018-08-06,26.0,FEMALE,COHABITING,HIGHER_BA,1,EMPLOYEE,Álftanes,0
3903,3904,2018-07-31,55.0,FEMALE,MARRIED,BASIC,1,EMPLOYEE,Akureyri,0
3904,3905,2018-07-31,55.0,FEMALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
3905,3906,2018-08-01,32.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
3906,3907,2018-08-01,32.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Kópavogur,0
3907,3908,2018-07-31,53.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Mosfellsbær,1
3908,3909,2018-07-31,50.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3909,3910,2018-07-31,36.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,5,EMPLOYEE,Reykjavík,0
3910,3911,2018-07-31,52.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Kópavogur,0
3911,3912,2018-07-31,42.0,FEMALE,MARRIED,HIGHER_MA,0,PENSIONER,Reykjavík,0
3912,3913,2018-08-01,57.0,MALE,SINGLE,HIGHER_PHD,4,EMPLOYEE,Reykjavík,0
3913,3914,2018-08-01,38.0,MALE,COHABITING,SECONDARY,4,EMPLOYEE,Reykjavík,0
3914,3915,2018-08-01,41.0,FEMALE,SINGLE,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
3915,3916,2018-08-01,53.0,FEMALE,DIVORCED,HIGHER_BA,1,EMPLOYEE,Reykjavík,0
3916,3917,2018-08-01,40.0,FEMALE,COHABITING,HIGHER_MA,4,EMPLOYEE,Akranes,0
3917,3918,2018-08-01,51.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
3918,3919,2018-08-01,35.0,MALE,COHABITING,SECONDARY_SPECIALISED,3,PENSIONER,Vestmannaeyjar,0
3919,3920,2018-08-01,35.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,PENSIONER,Reykjavík,0
3920,3921,2018-08-01,35.0,MALE,COHABITING,SECONDARY_SPECIALISED,3,PENSIONER,Kópavogur,0
3921,3922,2018-08-01,26.0,FEMALE,COHABITING,SECONDARY,0,ENTREPRENEUR,Álftanes,0
3922,3923,2018-08-01,26.0,FEMALE,COHABITING,SECONDARY,1,ENTREPRENEUR,Reykjavík,0
3923,3924,2018-08-01,26.0,FEMALE,COHABITING,SECONDARY,4,ENTREPRENEUR,Ísafjörður,0
3924,3925,2018-08-01,30.0,FEMALE,DIVORCED,SECONDARY,2,EMPLOYEE,Reykjavík,0
3925,3926,2018-08-01,42.0,FEMALE,SINGLE,BASIC,1,EMPLOYEE,Reykjavík,0
3926,3927,2018-08-01,42.0,FEMALE,SINGLE,BASIC,3,EMPLOYEE,Grindavík,0
3927,3928,2018-08-03,43.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Reykjavík,0
3928,3929,2018-08-16,49.0,FEMALE,DIVORCED,SECONDARY,1,EMPLOYEE,Ísafjörður,0
3929,3930,2018-08-02,67.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,1
3930,3931,2018-08-06,63.0,FEMALE,DIVORCED,SECONDARY,0,EMPLOYEE,Seltjarnarnes,0
3931,3932,2018-08-02,46.0,FEMALE,MARRIED,SECONDARY,1,UNEMPLOYED,Reykjavík,0
3932,3933,2018-08-06,27.0,FEMALE,MARRIED,HIGHER_BA,1,EMPLOYEE,Álftanes,0
3933,3934,2018-08-06,27.0,FEMALE,MARRIED,HIGHER_BA,5,EMPLOYEE,Reykjavík,0
3934,3935,2018-08-02,60.0,FEMALE,DIVORCED,HIGHER_BA,5,EMPLOYEE,Reykjavík,0
3935,3936,2018-08-02,46.0,FEMALE,DIVORCED,SECONDARY,0,EMPLOYEE,Reykjavík,0
3936,3937,2018-08-03,22.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
3937,3938,2018-08-03,58.0,MALE,MARRIED,SECONDARY,0,PENSIONER,Reykjavík,0
3938,3939,2018-08-03,54.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,3,EMPLOYEE,Selfoss,0
3939,3940,2018-08-03,32.0,FEMALE,DIVORCED,BASIC,2,PENSIONER,Reykjavík,0
3940,3941,2018-08-03,53.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3941,3942,2018-08-03,64.0,FEMALE,MARRIED,SECONDARY,5,PENSIONER,Reykjavík,0
3942,3943,2018-08-03,37.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,1
3943,3944,2018-08-16,23.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,EMPLOYEE,Kópavogur,1
3944,3945,2018-08-16,23.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,1
3945,3946,2018-08-16,23.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Selfoss,1
3946,3947,2018-08-03,56.0,FEMALE,DIVORCED,SECONDARY,2,EMPLOYEE,Álftanes,0
3947,3948,2018-08-09,52.0,MALE,DIVORCED,BASIC,0,PENSIONER,Reykjavík,0
3948,3949,2018-08-03,51.0,MALE,DIVORCED,BASIC,1,UNEMPLOYED,Reykjavík,1
3949,3950,2018-08-03,42.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
3950,3951,2018-08-03,42.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Kópavogur,0
3951,3952,2018-08-02,22.0,MALE,COHABITING,SECONDARY,0,EMPLOYEE,Seltjarnarnes,0
3952,3953,2018-08-03,38.0,MALE,MARRIED,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,0
3953,3954,2018-08-03,38.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Mosfellsbær,0
3954,3955,2018-08-06,44.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3955,3956,2018-08-03,22.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3956,3957,2018-08-03,51.0,FEMALE,SINGLE,SECONDARY,0,ENTREPRENEUR,Reykjavík,0
3957,3958,2018-08-06,34.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3958,3959,2018-08-06,49.0,MALE,SINGLE,HIGHER_BA,3,ENTREPRENEUR,Hafnarfjörður,0
3959,3960,2018-08-06,49.0,MALE,SINGLE,HIGHER_BA,0,ENTREPRENEUR,Reykjavík,0
3960,3961,2018-08-03,26.0,MALE,DIVORCED,SECONDARY,1,UNEMPLOYED,Reykjavík,1
3961,3962,2018-08-06,38.0,MALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
3962,3963,2018-08-06,29.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,3,EMPLOYEE,Kópavogur,0
3963,3964,2018-08-06,25.0,FEMALE,COHABITING,HIGHER_BA,3,EMPLOYEE,Álftanes,0
3964,3965,2018-08-06,25.0,FEMALE,COHABITING,HIGHER_BA,0,EMPLOYEE,Hafnarfjörður,0
3965,3966,2018-08-06,39.0,FEMALE,DIVORCED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
3966,3967,2018-08-06,46.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3967,3968,2018-08-07,27.0,FEMALE,MARRIED,SECONDARY,0,UNEMPLOYED,Reykjavík,0
3968,3969,2018-08-13,52.0,MALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,0
3969,3970,2018-08-13,52.0,MALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3970,3971,2018-08-06,53.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Garðabær,0
3971,3972,2018-08-06,53.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Grindavík,0
3972,3973,2018-08-06,42.0,MALE,MARRIED,SECONDARY,3,EMPLOYEE,Grindavík,0
3973,3974,2018-08-08,43.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Hafnarfjörður,0
3974,3975,2018-08-06,39.0,MALE,SINGLE,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,1
3975,3976,2018-08-07,22.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
3976,3977,2018-08-07,22.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Vestmannaeyjar,0
3977,3978,2018-08-07,22.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Mosfellsbær,0
3978,3979,2018-08-07,59.0,FEMALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
3979,3980,2018-08-07,22.0,MALE,COHABITING,SECONDARY_SPECIALISED,4,ENTREPRENEUR,Reykjavík,1
3980,3981,2018-08-08,40.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Mosfellsbær,0
3981,3982,2018-08-06,69.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3982,3983,2018-08-06,28.0,FEMALE,SINGLE,BASIC,3,EMPLOYEE,Reykjavík,0
3983,3984,2018-08-06,46.0,MALE,DIVORCED,SECONDARY,0,PENSIONER,Kópavogur,0
3984,3985,2018-08-06,50.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3985,3986,2018-08-07,30.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,0
3986,3987,2018-08-07,39.0,FEMALE,SINGLE,HIGHER_MA,5,ENTREPRENEUR,Reykjavík,0
3987,3988,2018-08-07,33.0,MALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
3988,3989,2018-08-07,35.0,FEMALE,COHABITING,SECONDARY,0,EMPLOYEE,Selfoss,0
3989,3990,2018-08-07,35.0,FEMALE,COHABITING,SECONDARY,0,EMPLOYEE,Seltjarnarnes,0
3990,3991,2018-08-10,26.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,ENTREPRENEUR,Akranes,1
3991,3992,2018-08-08,44.0,MALE,MARRIED,SECONDARY,1,EMPLOYEE,Selfoss,0
3992,3993,2018-08-08,44.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Hafnarfjörður,0
3993,3994,2018-08-08,57.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
3994,3995,2018-08-08,52.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Kópavogur,0
3995,3996,2018-08-08,52.0,FEMALE,MARRIED,HIGHER_MA,5,EMPLOYEE,Reykjavík,0
3996,3997,2018-08-08,41.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
3997,3998,2018-08-28,64.0,FEMALE,WIDOW,BASIC,4,PENSIONER,Reykjavík,0
3998,3999,2018-08-08,50.0,FEMALE,SINGLE,HIGHER_BA,1,PENSIONER,Reykjavík,0
3999,4000,2018-08-07,58.0,MALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
4000,4001,2018-08-07,23.0,FEMALE,COHABITING,SECONDARY,1,EMPLOYEE,Reykjavík,0
4001,4002,2018-08-08,59.0,MALE,MARRIED,SECONDARY,1,EMPLOYEE,Reykjavík,0
4002,4003,2018-08-07,39.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
4003,4004,2018-08-07,39.0,FEMALE,MARRIED,HIGHER_MA,5,EMPLOYEE,Reykjavík,1
4004,4005,2018-08-16,41.0,MALE,MARRIED,HIGHER_MA,1,UNEMPLOYED,Reykjavík,0
4005,4006,2018-08-08,42.0,MALE,COHABITING,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
4006,4007,2018-08-10,57.0,FEMALE,DIVORCED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
4007,4008,2018-08-08,40.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,4,EMPLOYEE,Seltjarnarnes,0
4008,4009,2018-08-08,50.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Álftanes,0
4009,4010,2018-08-09,36.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
4010,4011,2018-08-09,36.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Hafnarfjörður,0
4011,4012,2018-08-09,41.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
